state,year,highway,gsp,totpub,pvtcap,area,roway,tcapo,tmant,capui,capul,caput,mntui,mntul,mntut,capri,caprl,caprt,mntri,mntrl,mntrt,capti,captl,captt,mntti,mnttl,mnttt,milri,milrl,milrt,milui,miluf,milul,milut,miltt,umilgt4,umille4,rmilgt4,rmille4,rpassveh,rtusing,rtrucom,upassveh,utrusing,utrucomb,alaska,newyork,californ,sotheas,midwest,mortheas,vmtri,vmtrl,vmtrt,vmtui,vmtuf,vmtul,vmtut,cstatmh,cstadmrd,cfedroad,ctal,mstadmh,mladmrd,mredroad,mtal,adm_misc,law_safe,interest,bondret,tdisb,pgsal93,pgsal94,pbcon93,pexcav93,prestl93,pststl93,pstcon93,pop90,sqmiles,popdens,bondrate,locshr97,statenam,irate,totcap,milrlsq,milrisq,highinf,capnew,totexp,lnvmtri,lnvmtrl,lnvmtui,lnvmtul,lnmilri,lnmilrl,lnmilui,lnmilul,vmttot,miletot,vcri,vcrl,vcui,vcul,lnvcri,lnvcrl,lnvcui,lnvcul,lnrtruc,lnutruc,rtruc,ortruc,rtruc2,utruc,outruc,utruc2,rtrusing,rtrus,ortrus,rtrus2,utrus,outrus,utrus2,rcar,orcar,rcar2,ucar,oucar,ucar2,lnrmgt4,lnrmle4,lnumgt4,lnumle4,lnmigt4,lnmile4,miles,traffic,purbmil,umiles,rmiles,mill,lnmill,mili4,mili5,lnmili4,lnmili5,pfwy,lnpfwy,uwidth,rwidth,width,lnuwidth,lnrwidth,purbtraf,urbtraf,rurtraf,ptruck,truck,urbtruck,rurtruck,miles2,traffic2,rvc,uvc,auto,comb,sing,lnumiles,lnrmiles,lnauto,lncomb,lnsing,lnpurbm,lnmiles,x,mgsal93,mgsal94,mbcon93,mexcav93,mrestl93,mststl93,mstcon93,mpopdens,pexcav,psurf,pstruc,pdens,plabor,pconst,lnpexcav,lnpsurf,lnplabor,lnpstruc,lnpdens,lnpconst,pkap,lnpkap,lnirate,lnwidth,pgt4,lnpgt4,mpsqm,lnmpsqm,varexp,lnvarexp,lntotexp,h,lnh,vmt,lnvmt,iaa,iac,ias,ial,iau,iai,iam,icc,ics,icl,icu,ici,icm,iss,isl,isu,isi,ism,ill,ilu,ili,ilm,iuu,iui,ium,iii,iim,imm
NJ,1988.0,15409.0,155077.0,37458.49,111049.0,8722.0,70674000.0,691000000.0,537000000.0,498494.0,436924.0,935418.0,38105.0,129416.0,167521.0,10398.0,95880.0,106278.0,4801.0,25387.0,30188.0,508892.0,532804.0,1041696.0,42906.0,154803.0,197709.0,113.0,10955.0,11068.0,300.0,306.0,23423.0,24029.0,35097.0,246.0,54.0,56.0,57.0,72.5,16.3,11.2,74.4,17.7,7.9,0.0,0.0,0.0,0.0,0.0,1.0,2124.0,9726.0,11850.0,8110.0,5734.0,33716.0,47560.0,1250419.0,100871.0,0.0,1351290.0,358862.0,342765.0,0.0,701627.0,381121.0,254093.0,238792.0,220850.0,3147773.0,35532.0,37039.0,27.28,7.11,0.75,1.175,320.62,7760.0,8722.0,889.7042,AA1,0.9079343,New Jersey,0.0495,1.041696e+06,1.20012024e+08,12769.0,18490.8,915294.6,1.7482176e+06,7.6610565,9.182558,9.535607,10.425728,4.727388,9.301551,6.40688,10.061474,59410.0,35097.0,18.796461,0.8878138,22.844885,1.4394399,2.9336686,-0.11899326,3.1287272,0.36425406,7.190827,8.23144,1327.2,0.000753466,1.7614598e+06,3757.24,0.0002661528,1.4116853e+07,16.3,1931.5499,0.00051771896,3.730885e+06,8418.12,8418.12,7.086475e+07,8591.25,8591.25,7.3809576e+07,35384.64,35384.64,1.2520728e+09,4.0253515,4.0430512,5.5053315,3.988984,5.710427,4.7095304,35097.0,59410.0,0.6846454,24029.0,11068.0,34378.0,10.445172,111.0,302.0,4.7095304,5.710427,0.020486081,-3.8880095,5.46,4.486726,2.7230318,1.6974488,1.5011232,0.80053866,47560.0,11850.0,0.25978976,15434.11,12175.36,3258.75,1.2317994e+09,3.529548e+09,1.0005472,4.0882707,43975.89,5084.44,10349.67,10.087017,9.311813,10.691397,8.53394,9.24471,-0.37885422,10.465871,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,2.366923,1.0522215,4.015918,6.2374105,1.3438221,7.4350624,0.86159086,0.050903678,0.2955179,1.390266,1.8305651,2.006207,26.078999,3.2611303,-3.0057826,1.0017458,0.73123485,-0.3130206,4.0239625,1.3922671,832923.0,13.632696,14.374107,0.5855838,-0.535146,59410.0,10.992218,114.30596,91.23974,98.83886,3.159499,0.5442314,-32.136013,111.894775,72.82814,78.89381,2.5219321,0.43440896,-25.651169,89.31512,85.46466,2.7319772,0.47058973,-27.787588,96.753944,0.087330826,0.015042948,-0.8882625,3.092852,0.0025911843,-0.15300539,0.5327513,9.034729,-31.458132,109.534454
NM,1988.0,4388.96,21618.0,9192.05,29698.23,121598.0,15861000.0,258000000.0,111000000.0,27850.0,49279.0,77129.0,0.0,0.0,0.0,63130.0,176558.0,239688.0,0.0,0.0,0.0,90980.0,225837.0,316817.0,0.0,0.0,52572.0,907.0,54054.0,54961.0,91.0,3.0,5757.0,5851.0,60812.0,26.0,65.0,10.0,897.0,63.6,15.3,21.1,66.0,14.7,19.3,0.0,0.0,0.0,0.0,0.0,0.0,3659.0,7989.0,11648.0,1202.0,2.0,5600.0,6804.0,245616.0,38902.0,6033.0,290551.0,63812.0,38326.0,5674.0,107812.0,65312.0,26275.0,2532.0,2014.0,494496.0,25083.0,26013.0,22.47,2.68,0.592,2.241,298.37,1548.0,121598.0,12.730473,AA1,0.6829584,New Mexico,0.0495,316817.0,2.921835e+09,822649.0,5266.752,260704.22,352291.22,8.204946,8.985821,7.093405,8.630522,6.8101425,10.897738,4.543295,8.658172,18452.0,60812.0,4.0341787,0.14779665,12.808511,0.97272885,1.3948027,-1.9119179,2.5501099,-0.027649907,7.8069925,7.180201,2457.728,0.00040687984,6.040427e+06,1313.172,0.0007615149,1.7244206e+06,15.3,1782.144,0.00056112185,3.1760372e+06,1000.188,1000.188,1.000376e+06,7408.128,7408.128,5.4880356e+07,4490.64,4490.64,2.0165848e+07,2.3025851,6.799056,3.2580965,4.1743875,3.583519,6.8690143,60812.0,18452.0,0.09621456,5851.0,54961.0,59811.0,10.998945,962.0,36.0,6.8690143,3.583519,0.016460568,-4.1067877,3.857143,3.033076,2.1292737,1.3499267,1.1095773,0.36874053,6804.0,11648.0,0.35515022,6553.232,2313.3599,4239.872,3.6980995e+09,3.404763e+08,0.18125413,1.142224,11898.768,3770.9,2782.332,8.674368,10.914379,9.384191,8.235069,7.9310446,-2.3411746,11.015542,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.8921735,0.86669415,4.8311033,0.08924897,0.94864035,6.589971,-0.11409463,-0.14306913,-0.052725535,1.5750749,-2.4163253,1.885549,4.287052,1.4555993,-3.0057826,0.75578094,0.036072146,-3.3222344,0.50010693,-0.6929333,91587.0,11.425045,12.772213,0.48033223,-0.73327726,18452.0,9.822928,88.063034,77.27946,74.42644,-0.49478647,-1.3425881,-28.206837,103.37195,67.81637,65.3127,-0.43419844,-1.1781843,-24.752829,90.71375,62.901466,-0.41816857,-1.1346877,-23.838995,87.36475,0.002779982,0.0075433967,0.1584815,-0.58080035,0.020468777,0.4300347,-1.575984,9.034729,-33.110325,121.34216
NY,1988.0,37413.16,334914.0,136677.7,234991.6,54475.0,26813000.0,2000000000.0,1740000000.0,659716.0,1156753.0,1816469.0,6566.0,139131.0,145697.0,308954.0,79800.0,388754.0,104087.0,37561.0,141648.0,968670.0,1236553.0,2205223.0,110653.0,176692.0,287345.0,797.0,71792.0,72589.0,703.0,857.0,37733.0,39293.0,111882.0,385.0,318.0,52.0,745.0,69.5,16.3,14.2,77.4,17.2,5.4,0.0,1.0,0.0,0.0,0.0,1.0,5381.0,24961.0,30342.0,14475.0,14327.0,50737.0,79539.0,1172069.0,1220310.0,176.0,2392555.0,606776.0,1839465.0,200.0,2446441.0,616785.0,283252.0,586457.0,409463.0,6734953.0,33575.0,34776.0,29.27,4.76,0.727,0.978,426.54,18058.0,54475.0,331.49152,A,0.85443634,New York,0.0555,2.205223e+06,5.154091e+09,635209.0,44895.793,2.4917165e+06,3.6790985e+06,8.59063,10.12507,10.2682,10.834411,6.680855,11.181528,7.3524413,10.53829,109881.0,111882.0,6.7515683,0.34768498,18.46282,1.344632,1.9097748,-1.0564585,2.915759,0.29612038,8.36836,8.3652315,4308.564,0.00023209589,1.8563724e+07,4295.106,0.00023282312,1.8447936e+07,16.3,4945.7456,0.00020219397,2.4460402e+07,13680.709,13680.709,1.871618e+08,21087.69,21087.69,4.4469066e+08,61563.188,61563.188,3.790026e+09,3.9512436,6.6133842,5.9532433,5.7620516,6.079933,6.9688506,111882.0,109881.0,0.35120037,39293.0,72589.0,109525.0,11.603909,1063.0,437.0,6.9688506,6.079933,0.021066839,-3.8600552,4.6429586,3.195734,2.3786895,1.5353518,1.1618168,0.7238649,79539.0,30342.0,0.24781467,27230.125,17975.814,9254.31,1.2517582e+10,1.2073834e+10,0.5099674,2.6895125,82650.875,8603.67,18626.455,10.578802,11.192569,11.322381,9.059944,9.832338,-1.0463984,11.6252,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,1.5846068,1.1289781,4.144684,2.3239732,1.2698083,6.8582687,0.46033627,0.12131292,0.23886594,1.4218265,0.8432783,1.9254551,22.270933,3.1032825,-2.8913722,0.86654973,0.29133335,-1.2332871,2.0538228,0.71970284,1.187382e+06,13.987262,15.118178,0.6006489,-0.50974476,109881.0,11.607153,128.19632,102.58014,111.32548,2.7045312,1.373551,-32.737217,131.62495,82.08259,89.08044,2.164112,1.0990882,-26.195671,105.32366,96.67487,2.3486106,1.1927897,-28.42895,114.3029,0.057056937,0.028977524,-0.69065034,2.7768645,0.014716824,-0.3507608,1.4102869,8.360033,-33.61278,135.14528
NC,1988.0,10338.95,96632.0,27589.03,92268.96,53821.0,78438000.0,648000000.0,451000000.0,64284.0,356506.0,420790.0,2913.0,285614.0,288527.0,95113.0,304887.0,400000.0,8739.0,86962.0,95701.0,159397.0,661393.0,820790.0,11652.0,372576.0,384228.0,633.0,73672.0,74305.0,337.0,260.0,21126.0,21723.0,96028.0,87.0,250.0,18.0,615.0,70.9,7.1,22.0,74.5,14.3,11.2,0.0,0.0,0.0,1.0,0.0,0.0,6237.0,27529.0,33766.0,6050.0,2464.0,25258.0,33772.0,772594.0,127328.0,10329.0,910251.0,362139.0,86571.0,1044.0,449754.0,127094.0,203642.0,28870.0,17703.0,1737314.0,24581.0,25105.0,25.82,1.92,0.448,0.826,250.09,6737.0,53821.0,125.17419,AAA,0.17727639,North Carolina,0.0475,820790.0,5.4275635e+09,400689.0,12406.74,589320.1,1.3042841e+06,8.738255,10.222995,9.049467,10.136898,6.4504704,11.207378,6.391917,9.95826,67538.0,96028.0,9.853081,0.37366977,14.261307,1.1955884,2.287784,-0.9843828,2.65755,0.17863843,8.913082,8.238131,7428.52,0.00013461632,5.5182908e+07,3782.4639,0.00026437794,1.4307033e+07,7.1,2397.386,0.000417121,5.7474595e+06,4829.396,4829.396,2.3323066e+07,23940.094,23940.094,5.731281e+08,25160.14,25160.14,6.3303264e+08,2.8903718,6.4216223,4.465908,5.521461,4.65396,6.7627296,96028.0,67538.0,0.22621527,21723.0,74305.0,94798.0,11.459503,865.0,105.0,6.7627296,4.65396,0.012808764,-4.3576255,3.7744808,3.085308,2.244142,1.3282628,1.1266515,0.5000444,33772.0,33766.0,0.2729984,18437.766,8611.859,9825.906,9.221377e+09,4.5613814e+09,0.7401241,1.6849874,49100.234,11210.984,7226.782,9.986127,11.215934,10.80162,9.324649,8.88555,-1.4862682,11.472395,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.63916904,0.9959076,2.7597,0.87755316,0.9296547,4.394777,-0.44758633,-0.004100792,-0.07294203,1.015122,-0.13061774,1.4804168,6.1369615,1.8143297,-3.0470257,0.80832326,0.10824742,-2.2233357,1.7842107,0.5789761,714964.0,13.479987,14.081165,0.5675354,-0.56645215,67538.0,11.120445,116.67499,100.721306,95.978325,-0.7878921,-0.044295195,-32.91281,123.92045,86.94907,82.85463,-0.68015885,-0.038238447,-28.412445,106.97605,78.95299,-0.64813006,-0.03643779,-27.074497,101.93853,0.00532054,0.00029912012,0.22225624,-0.8368198,1.6816495e-05,0.012495219,-0.047045905,9.284366,-34.95668,131.61584
ND,1988.0,3129.3,8601.0,5019.72,20859.28,70704.0,1181000.0,144000000.0,89492000.0,12595.0,38445.0,51040.0,244.0,1285.0,1529.0,19318.0,52728.0,72046.0,3279.0,25233.0,28512.0,31913.0,91173.0,123086.0,3523.0,26518.0,30041.0,531.0,84378.0,84909.0,40.0,0.0,1778.0,1818.0,86727.0,3.0,37.0,0.0,531.0,64.6,21.1,14.3,73.3,19.6,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,3485.0,4497.0,188.0,0.0,1387.0,1575.0,93070.0,45587.0,15.0,138672.0,34178.0,50244.0,2185.0,86607.0,20627.0,15228.0,6931.0,13499.0,281564.0,21716.0,22248.0,53.34,1.02,0.581,2.157,328.51,635.0,70704.0,8.981104,AA,0.905188,North Dakota,0.0515,123086.0,7.1196467e+09,281961.0,3755.1602,193390.75,259286.75,6.919684,8.156223,5.236442,7.2348986,6.274762,11.343062,3.6888795,7.4832444,6072.0,86727.0,1.905838,0.041302234,4.7,0.78009,0.64492184,-3.1868386,1.5475625,-0.248346,6.466255,4.716935,643.071,0.0015550383,413540.3,111.825,0.008942544,12504.83,21.1,948.867,0.0010538885,900348.6,308.7,308.7,95295.695,2905.062,2905.062,8.439385e+06,1154.4751,1154.4751,1.3328126e+06,,6.274762,1.0986123,3.6109178,1.0986123,6.3421216,86727.0,6072.0,0.02096233,1818.0,84909.0,86156.0,11.3639145,568.0,3.0,6.3421216,1.0986123,0.0065838783,-5.0231314,3.225,3.0,2.0337727,1.1709329,1.0986123,0.25938737,1575.0001,4497.0,0.3314333,2012.463,420.52502,1591.938,7.5215724e+09,3.6869184e+07,0.120846555,0.60741395,4059.537,754.896,1257.567,7.505492,11.349336,8.308825,6.6265798,7.1369343,-3.8650284,11.370521,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.33955857,2.0573862,4.827243,0.06296343,0.82130027,7.2241874,-1.0801089,0.7214363,-0.1968665,1.5742755,-2.765201,1.9774348,2.2298794,0.8019475,-2.9661734,0.7098926,0.0052539404,-5.248777,1.2266208,0.20426306,65896.0,11.095833,12.46569,0.5053321,-0.6825394,6072.0,8.711443,69.03657,55.05909,59.299534,-1.6357292,5.994288,-24.645414,94.47566,43.91156,47.293465,-1.3045516,4.7806554,-19.655584,75.347664,50.93583,-1.4050232,5.148844,-21.169384,81.15066,0.03875642,-0.14202665,0.58394015,-2.2384746,0.5204704,-2.1399052,8.203107,8.798184,-33.726936,129.28874
OH,1988.0,23735.85,170707.0,56826.91,152935.7,44828.0,29341000.0,1030000000.0,693000000.0,221034.0,317734.0,538768.0,18514.0,67884.0,86398.0,87218.0,196244.0,283462.0,27324.0,285261.0,312585.0,308252.0,513978.0,822230.0,45838.0,353145.0,398983.0,847.0,81408.0,82255.0,726.0,381.0,30461.0,31568.0,113823.0,212.0,514.0,15.0,832.0,67.2,12.6,20.2,79.7,12.2,8.1,0.0,0.0,0.0,0.0,1.0,0.0,8276.0,29153.0,37429.0,15929.0,3608.0,38255.0,57792.0,679950.0,401989.0,211.0,1082150.0,460687.0,504058.0,23.0,964768.0,335689.0,213155.0,51708.0,109564.0,2757034.0,27157.0,27951.0,22.5,3.66,0.467,0.704,269.34,10939.0,44828.0,244.02159,AA,0.8190838,Ohio,0.0515,822230.0,6.6272625e+09,717409.0,28483.02,1.4668755e+06,2.4147025e+06,9.021115,10.2803135,9.880065,10.55203,6.7417006,11.307229,7.009409,10.324203,95221.0,113823.0,9.770956,0.35810977,17.6486,1.2558682,2.2794144,-1.0269157,2.8706565,0.22782709,8.930714,8.4513,7560.658,0.00013226361,5.716355e+07,4681.1523,0.00021362262,2.1913186e+07,12.6,4716.054,0.00021204168,2.2241166e+07,7050.624,7050.624,4.9711296e+07,25152.287,25152.287,6.326375e+08,46060.223,46060.223,2.1215441e+09,2.7080503,6.7238326,5.3565865,6.2422233,5.42495,7.2048926,113823.0,95221.0,0.2773429,31568.0,82255.0,111869.0,11.625084,1346.0,227.0,7.2048926,5.42495,0.017167006,-4.064766,3.876033,3.0531287,2.3022513,1.3548123,1.1161668,0.60692495,57792.0,37429.0,0.25213438,24008.488,11731.776,12276.713,1.2955676e+10,9.067039e+09,0.6195935,1.5159146,71212.51,12241.811,11766.678,10.3598995,11.317579,11.173424,9.412613,9.373027,-1.2825006,11.6424,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,1.2184161,0.8678513,2.7309349,1.7107515,1.0270791,4.817202,0.19755173,-0.14173487,0.026718954,1.004644,0.53693277,1.5721933,12.887339,2.5562453,-2.9661734,0.83388746,0.14431024,-1.9357898,2.539105,0.93181163,947827.0,13.761928,14.697086,0.5911013,-0.52576786,95221.0,11.463956,124.8454,105.17111,104.7288,0.2985422,-1.5836637,-33.14231,130.08546,88.59728,88.22467,0.25149518,-1.3340955,-27.919441,109.5854,87.85363,0.25043747,-1.3284848,-27.802023,109.12453,0.00071390247,-0.0037870074,-0.07925305,0.31107274,0.020088773,0.4204102,-1.650134,8.798184,-34.533375,135.54547
OK,1988.0,6698.98,45128.0,16765.62,64872.43,69903.0,9097000.0,453000000.0,270000000.0,49705.0,155221.0,204926.0,2411.0,5119.0,7530.0,13592.0,114963.0,128555.0,3148.0,74386.0,77534.0,63297.0,270184.0,333481.0,5559.0,79505.0,85064.0,715.0,98958.0,99673.0,214.0,136.0,12444.0,12794.0,112467.0,72.0,142.0,0.0,715.0,62.8,18.0,19.2,69.1,25.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3705.0,13662.0,17367.0,3365.0,1831.0,12556.0,17752.0,320609.0,113422.0,4000.0,438031.0,88492.0,117914.0,17.0,206423.0,191811.0,41384.0,56248.0,85638.0,1019535.0,23145.0,23594.0,27.52,2.16,0.467,1.126,213.21,3175.0,69903.0,45.420082,AA,0.883402,Oklahoma,0.0515,333481.0,9.792686e+09,511225.0,8038.776,413996.97,732256.0,8.217439,9.522373,8.555644,9.437954,6.5722823,11.502451,5.857933,9.428994,35119.0,112467.0,5.181818,0.13805857,14.845715,1.0090003,1.645156,-1.9800773,2.6977112,0.00896006,8.112067,6.8654823,3334.464,0.00029989827,1.1118651e+07,958.60803,0.0010431793,918929.3,18.0,3126.06,0.0003198915,9.772251e+06,4526.76,4526.76,2.0491556e+07,10906.476,10906.476,1.1895122e+08,12266.632,12266.632,1.5047026e+08,,6.5722823,4.276666,4.955827,4.276666,6.753438,112467.0,35119.0,0.11375781,12794.0,99673.0,111402.0,11.6209,857.0,72.0,6.753438,4.276666,0.009469444,-4.659685,4.009346,3.0,2.1292431,1.3886281,1.0986123,0.50548136,17752.0,17367.0,0.34015468,11945.892,5485.3677,6460.5244,1.2648826e+10,1.2333441e+09,0.3465969,1.7838768,23173.107,4293.0723,7652.82,9.456732,11.50965,10.050748,8.364758,8.942829,-2.1736836,11.630415,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,0.71906525,1.0614786,2.999222,0.31842458,0.8753451,4.779766,-0.32980317,0.059662856,-0.13313706,1.0983529,-1.1443696,1.5643916,3.681053,1.3031988,-2.9661734,0.7557666,0.07750269,-2.5574427,1.6089009,0.47555128,318259.03,12.670621,13.503885,0.49782458,-0.6975075,35119.0,10.466497,101.01753,84.07207,89.88212,-1.338127,0.59965634,-29.812262,116.89437,69.96917,74.804596,-1.1136593,0.49906534,-24.811321,97.2856,79.97419,-1.190622,0.53355473,-26.525982,104.00881,0.017725477,-0.007943338,0.39490762,-1.5484393,0.0035596564,-0.17697038,0.6939038,8.798184,-34.49783,135.26656
OR,1988.0,6837.71,39101.0,16140.43,40897.2,98386.0,22951000.0,427000000.0,244000000.0,20270.0,141847.0,162117.0,9788.0,49226.0,59014.0,36947.0,118079.0,155026.0,18564.0,59139.0,77703.0,57217.0,259926.0,317143.0,28352.0,108365.0,136717.0,581.0,85427.0,86008.0,146.0,53.0,9829.0,10028.0,96036.0,58.0,88.0,21.0,560.0,54.3,29.5,16.2,65.5,28.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3812.0,11724.0,15536.0,2966.0,971.0,8453.0,12390.0,335881.0,201205.0,10798.0,547884.0,120773.0,168155.0,7523.0,296451.0,64501.0,73433.0,14067.0,24162.0,1020498.0,27778.0,28609.0,27.54,7.14,0.456,0.665,252.68,2922.0,98386.0,29.699348,AA,0.51618266,Oregon,0.0515,317143.0,7.2977725e+09,337561.0,8205.252,422570.47,697221.5,8.24591,9.369393,8.278174,9.042276,6.364751,11.355417,5.293305,9.193092,27926.0,96036.0,6.5611014,0.13723998,19.78392,0.8600061,1.8811585,-1.9860241,2.9848695,-0.15081578,7.830756,6.5422416,2516.832,0.00039732488,6.334444e+06,693.83997,0.0014412545,481413.94,29.5,4583.12,0.00021819197,2.1004988e+07,3580.71,3580.71,1.2821484e+07,8436.048,8436.048,7.1166904e+07,8115.45,8115.45,6.586053e+07,3.0445225,6.3279366,4.060443,4.477337,4.3694477,6.473891,96036.0,27926.0,0.10441918,10028.0,86008.0,95256.0,11.464323,648.0,79.0,6.473891,4.3694477,0.008121954,-4.8131843,4.191781,3.1084337,2.1200213,1.4331257,1.1341189,0.44367257,12390.0,15536.0,0.40730867,11374.502,4274.55,7099.952,9.222913e+09,7.798615e+08,0.368255,1.3599842,16551.498,3210.6719,8163.83,9.213137,11.362196,9.7142315,8.074236,9.007469,-2.259342,11.472479,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,2.37691,1.06225,2.6024244,0.20821193,1.0505654,6.0415845,0.86580133,0.060389318,0.049328458,0.9564435,-1.5691988,1.7986664,4.4001255,1.4816331,-2.9661734,0.75142616,0.10866575,-2.2194786,0.9761145,-0.024175372,274651.03,12.523256,13.454859,0.44996276,-0.7985904,27926.0,10.237313,94.366295,78.435,87.50064,0.47918805,0.5866358,-28.814095,111.44631,65.19328,72.72843,0.3982896,0.48759758,-23.949583,92.6315,81.1345,0.44432455,0.5439549,-26.717716,103.338,0.0024332968,0.0029789119,-0.14631675,0.5659197,0.0036468697,-0.17912519,0.6928152,8.798184,-34.02936,131.61777
PA,1988.0,24206.95,177793.0,59912.6,162151.9,46058.0,62654000.0,1500000000.0,1080000000.0,315428.0,409182.0,724610.0,12640.0,342892.0,355532.0,295404.0,265133.0,560537.0,43941.0,124571.0,168512.0,610832.0,674315.0,1285147.0,56581.0,467463.0,524044.0,1079.0,83343.0,84422.0,509.0,485.0,31622.0,32616.0,117038.0,111.0,398.0,18.0,1061.0,60.5,16.5,23.0,73.8,16.2,10.0,0.0,0.0,0.0,0.0,0.0,1.0,7381.0,29968.0,37349.0,8839.0,4656.0,38356.0,51851.0,1223271.0,125258.0,268.0,1348797.0,764351.0,744656.0,85.0,1509092.0,152494.0,443935.0,190151.0,225189.0,3869658.0,29870.0,30653.0,30.46,3.7,0.634,0.998,317.11,11961.0,46058.0,259.6943,A1,0.6218165,Pennsylvania,0.0535,1.285147e+06,6.9460557e+09,1.164241e+06,29048.34,1.5540862e+06,2.6745592e+06,8.906665,10.307885,9.510075,10.5546665,6.98379,11.33072,6.901737,10.3616085,89200.0,117038.0,6.8405933,0.3595743,13.576459,1.212953,1.9228745,-1.0228344,2.6083374,0.1930579,9.058386,8.553544,8590.27,0.000116410774,7.379274e+07,5185.1,0.00019286032,2.6885262e+07,16.5,6162.585,0.00016226957,3.7977452e+07,8399.862,8399.862,7.055769e+07,22596.145,22596.145,5.1058576e+08,38266.04,38266.04,1.4642898e+09,2.8903718,6.966967,4.7095304,5.986452,4.8598123,7.2855067,117038.0,89200.0,0.27867872,32616.0,84422.0,114965.0,11.652383,1459.0,129.0,7.2855067,4.8598123,0.017712196,-4.0335016,3.654224,3.0500464,2.30188,1.2958838,1.1151568,0.58128923,51851.0,37349.0,0.31768852,28337.816,13584.963,14752.8545,1.3697893e+10,7.95664e+09,0.4858232,1.7047995,60862.184,13775.369,14562.447,10.392558,11.343583,11.016367,9.530638,9.586202,-1.2776958,11.670254,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,1.2317321,1.1748778,3.5731902,1.8206275,1.1296849,5.9798,0.20842141,0.1611641,0.121938765,1.2734588,0.5991812,1.7883872,13.278476,2.5861444,-2.9280736,0.8337261,0.081234254,-2.5104182,2.5411003,0.93259716,1.120473e+06,13.929261,14.799295,0.5160509,-0.6615499,89200.0,11.398636,121.360344,104.993004,105.60512,1.3433222,1.775443,-32.256733,128.5638,90.83305,91.36262,1.1621542,1.5359967,-27.906408,111.22496,91.89526,1.1689296,1.5449516,-28.069105,111.873405,0.014869062,0.019652152,-0.35704568,1.4230564,0.02597387,-0.47190037,1.880826,8.573615,-34.171364,136.19482
RI,1988.0,1980.89,14517.0,4332.13,9424.25,1545.0,5917000.0,168000000.0,26137000.0,24216.0,172300.0,196516.0,4785.0,16366.0,21151.0,4734.0,20313.0,25047.0,2051.0,4680.0,6731.0,28950.0,192613.0,221563.0,6836.0,21046.0,27882.0,21.0,1313.0,1334.0,49.0,68.0,4606.0,4723.0,6057.0,33.0,16.0,0.0,21.0,74.8,16.9,8.3,79.9,14.0,6.1,0.0,0.0,0.0,0.0,0.0,1.0,278.0,851.0,1129.0,1407.0,601.0,4422.0,6430.0,136323.0,4040.0,0.0,140363.0,23710.0,17136.0,6.0,40852.0,9798.0,28023.0,14684.0,19770.0,253490.0,31024.0,31778.0,31.17,3.35,0.483,0.885,247.97,1004.0,1545.0,649.8382,A1,0.7981088,Rhode Island,0.0535,221563.0,1.723969e+06,441.0,2377.068,127173.15,192876.16,5.627621,6.7464123,7.6048946,8.394347,3.0445225,7.18007,4.762174,8.435115,7559.0,6057.0,13.238095,0.64813405,17.162394,0.96005213,2.5830986,-0.43365774,2.8427205,-0.040767718,4.540173,5.9718485,93.707,0.010671561,8781.002,392.22998,0.0025495247,153844.38,16.9,190.801,0.005241063,36405.02,900.2,900.2,810360.06,844.492,844.492,713166.8,5137.5703,5137.5703,2.6394626e+07,,3.0445225,3.4965076,2.7725887,3.4965076,3.6109178,6057.0,7559.0005,0.77975893,4723.0,1334.0,5919.0,8.685923,37.0,33.0,3.6109178,3.4965076,0.022783557,-3.781716,5.020408,3.0,2.808983,1.6135112,1.0986123,0.8506416,6430.0005,1129.0,0.20861727,1576.938,1292.4299,284.508,3.668725e+07,5.713849e+07,0.76715046,5.734518,5982.0625,485.93698,1091.001,8.460199,7.195937,8.696521,6.186079,6.994851,-0.24877048,8.70897,1.0,26441.0,27117.0,25.9261,3.0039,0.5074,0.8809,266.311,142.64,1.1152169,1.2022634,2.8876956,4.5557923,1.1733294,5.205176,0.10904887,0.1842059,0.15984531,1.0604588,1.5163995,1.6496534,20.996061,3.044335,-2.9280736,1.0328225,0.47142857,-0.7519877,3.9203885,1.3661908,65703.01,11.0929,12.169804,0.65125084,-0.4288604,7559.0005,8.930494,75.62947,53.797363,60.830868,1.3900981,1.6019505,-25.464054,75.73774,38.267574,43.270702,0.9888157,1.1395123,-18.113295,53.87438,48.92794,1.1180941,1.2884929,-20.48144,60.91795,0.025550522,0.029444449,-0.46803883,1.392088,0.033931814,-0.53936845,1.6042438,8.573615,-25.500505,75.84616
